,s
7108,http://yago-knowledge.org/resource/Reichsgau
7109,http://yago-knowledge.org/resource/Oceanic_basin
7110,http://yago-knowledge.org/resource/Hexagonal_pyramidal_number
7111,http://yago-knowledge.org/resource/Kentucky_Indy_300
7112,http://yago-knowledge.org/resource/Koopa_Troopa
7113,http://yago-knowledge.org/resource/Kernel_(operating_system)
7114,http://yago-knowledge.org/resource/Ethnoreligious_group
7115,http://yago-knowledge.org/resource/Orléans_Masters
7116,http://yago-knowledge.org/resource/Request_for_Comments
7117,http://yago-knowledge.org/resource/Vegueria
7118,http://yago-knowledge.org/resource/Latin_Grammy_Award
7119,http://yago-knowledge.org/resource/Functional_group
7120,http://yago-knowledge.org/resource/Rille
7121,http://yago-knowledge.org/resource/Criminal_procedure
7122,http://yago-knowledge.org/resource/Catechism
7123,http://yago-knowledge.org/resource/Draughts_World_Championship
7124,http://yago-knowledge.org/resource/Terminal_moraine
7125,http://yago-knowledge.org/resource/Doctor's_office
7126,http://yago-knowledge.org/resource/May_Bumps
7127,http://yago-knowledge.org/resource/WCT_Finals
7128,http://yago-knowledge.org/resource/Intercity_bus_service
7129,http://yago-knowledge.org/resource/Governor
7130,http://yago-knowledge.org/resource/Anecdote
7131,http://yago-knowledge.org/resource/Appellation
7132,http://yago-knowledge.org/resource/Vietnam_Open_(badminton)
7133,http://yago-knowledge.org/resource/Display_typeface
7134,http://yago-knowledge.org/resource/Thesaurus_(information_retrieval)
7135,http://yago-knowledge.org/resource/Glossary
7136,http://yago-knowledge.org/resource/Mortgage_bank
7137,http://yago-knowledge.org/resource/Browser_game
7138,http://yago-knowledge.org/resource/Dance_move
7139,http://yago-knowledge.org/resource/Film_society
7140,http://yago-knowledge.org/resource/Alumni_association
7141,http://yago-knowledge.org/resource/Instrumental_solo_piece
7142,http://yago-knowledge.org/resource/National_Historic_Landmark
7143,http://yago-knowledge.org/resource/Samsung_Securities_Cup
7144,http://yago-knowledge.org/resource/River_Oaks_International_Tennis_Tournament
7145,http://yago-knowledge.org/resource/Pollution
7146,http://yago-knowledge.org/resource/Panchayat_samiti
7147,http://yago-knowledge.org/resource/Shorthand
7148,http://yago-knowledge.org/resource/Bus_lane
7149,http://yago-knowledge.org/resource/Gas_laws
7150,http://yago-knowledge.org/resource/Government_of_Spain
7151,http://yago-knowledge.org/resource/IAAF_World_Marathon_Cup
7152,http://yago-knowledge.org/resource/Presidential_memorandum
7153,http://yago-knowledge.org/resource/Freelance_marketplace
7154,http://yago-knowledge.org/resource/List_of_districts_in_Budapest
7155,http://yago-knowledge.org/resource/Military_building
7156,http://yago-knowledge.org/resource/Japanese_dialects
7157,http://yago-knowledge.org/resource/Police_tactical_unit
7158,http://yago-knowledge.org/resource/Gesture
7159,http://yago-knowledge.org/resource/Plaquette
7160,http://yago-knowledge.org/resource/Protocol_stack
7161,http://yago-knowledge.org/resource/Steppe
7162,http://yago-knowledge.org/resource/Combat_helmet
7163,http://yago-knowledge.org/resource/Malaysia_Masters
7164,http://yago-knowledge.org/resource/Simultaneum
7165,http://yago-knowledge.org/resource/Show_mine
7166,http://yago-knowledge.org/resource/Mahallah
7167,http://yago-knowledge.org/resource/Crusader_states
7168,http://yago-knowledge.org/resource/World_cup_competition
7169,http://yago-knowledge.org/resource/Wilderness_study_area
7170,http://yago-knowledge.org/resource/Marian_apparition
7171,http://yago-knowledge.org/resource/Copa_Sevilla
7172,http://yago-knowledge.org/resource/Nonfiction
7173,http://yago-knowledge.org/resource/Production_(economics)
7174,http://yago-knowledge.org/resource/Lightweight_markup_language
7176,http://yago-knowledge.org/resource/Note_value
7177,http://yago-knowledge.org/resource/W_Ursae_Majoris_variable
7178,http://yago-knowledge.org/resource/Government_of_Austria
7179,http://yago-knowledge.org/resource/Nobility
7180,http://yago-knowledge.org/resource/Logarithmic_scale
7181,http://yago-knowledge.org/resource/Hit_single
7182,http://yago-knowledge.org/resource/Rallye_Sanremo
7183,http://yago-knowledge.org/resource/Song_book
7184,http://yago-knowledge.org/resource/Foreign_relations
7185,http://yago-knowledge.org/resource/Ministry_of_Religious_Affairs
7186,http://yago-knowledge.org/resource/Performance_rights_organisation
7187,http://yago-knowledge.org/resource/Village_hall
7188,http://yago-knowledge.org/resource/Efterskole
7189,http://yago-knowledge.org/resource/Prisoner
7190,http://yago-knowledge.org/resource/Military_term
7191,http://yago-knowledge.org/resource/Land_lot
7192,http://yago-knowledge.org/resource/Interface_standard
7193,http://yago-knowledge.org/resource/Atolls_of_the_Maldives
7194,http://yago-knowledge.org/resource/Mine_countermeasures_vessel
7195,http://yago-knowledge.org/resource/Grammatical_number
7196,http://yago-knowledge.org/resource/Forms_of_cricket
7197,http://yago-knowledge.org/resource/Christianity
7198,http://yago-knowledge.org/resource/Krater
7199,http://yago-knowledge.org/resource/Game_mechanics
7200,http://yago-knowledge.org/resource/Baseball_positions
7201,http://yago-knowledge.org/resource/Container_port
7202,http://yago-knowledge.org/resource/Quaternary_ammonium_cation
7203,http://yago-knowledge.org/resource/Division_(country_subdivision)
7204,http://yago-knowledge.org/resource/Pen_(enclosure)
7205,http://yago-knowledge.org/resource/Christian_cross
7206,http://yago-knowledge.org/resource/Telephone
7207,http://yago-knowledge.org/resource/Camera
7208,http://yago-knowledge.org/resource/Number
7209,http://yago-knowledge.org/resource/Red_wine
7210,http://yago-knowledge.org/resource/Secret_service
7211,http://yago-knowledge.org/resource/Buitenplaats
7212,http://yago-knowledge.org/resource/Jewellery_store
7213,http://yago-knowledge.org/resource/Tag_editor
7214,http://yago-knowledge.org/resource/Fortress_church
7215,http://yago-knowledge.org/resource/Emblem
7216,http://yago-knowledge.org/resource/Code_page
7217,http://yago-knowledge.org/resource/Fraud
7218,http://yago-knowledge.org/resource/Written_language
7219,http://yago-knowledge.org/resource/Game_creation_system
7220,http://yago-knowledge.org/resource/History_of_human-powered_aircraft
7221,http://yago-knowledge.org/resource/Hawaii_Open
7222,http://yago-knowledge.org/resource/Sporadic_group
7223,http://yago-knowledge.org/resource/Baháʼí_literature
7224,http://yago-knowledge.org/resource/Pension_fund
7225,http://yago-knowledge.org/resource/Remix
7226,http://yago-knowledge.org/resource/Comic_novel
7227,http://yago-knowledge.org/resource/Cirque
7228,http://yago-knowledge.org/resource/Byōbu
7229,http://yago-knowledge.org/resource/Celebrity
7230,http://yago-knowledge.org/resource/Performance_art
7231,http://yago-knowledge.org/resource/British_Academy_Games_Awards
7232,http://yago-knowledge.org/resource/Scotland's_Great_Trails
7233,http://yago-knowledge.org/resource/Configuration_file
7234,http://yago-knowledge.org/resource/Subdivisions_of_Indonesia
7235,http://yago-knowledge.org/resource/Donnay_Indoor_Championships
7236,http://yago-knowledge.org/resource/Calculator
7237,http://yago-knowledge.org/resource/Estates_of_the_realm
7238,http://yago-knowledge.org/resource/Contemporary_saga
7239,http://yago-knowledge.org/resource/Circumbinary_planet
7240,http://yago-knowledge.org/resource/Chinese_Grand_Prix
7241,http://yago-knowledge.org/resource/Drama_(film_and_television)
7242,http://yago-knowledge.org/resource/Burial_vault_(tomb)
7243,http://yago-knowledge.org/resource/Government_of_Croatia
7244,http://yago-knowledge.org/resource/Image_organizer
7245,http://yago-knowledge.org/resource/Bank_holding_company
7246,http://yago-knowledge.org/resource/Tamil_Nadu_State_Film_Awards
7247,http://yago-knowledge.org/resource/Bismarck_monument
7248,http://yago-knowledge.org/resource/Work_(project_management)
7249,http://yago-knowledge.org/resource/Volkswagen_Challenger
7250,http://yago-knowledge.org/resource/Transboundary_protected_area
7251,http://yago-knowledge.org/resource/Binary_relation
7252,http://yago-knowledge.org/resource/Soil_horizon
7253,http://yago-knowledge.org/resource/Amendments_to_the_Constitution_of_Ireland
7254,http://yago-knowledge.org/resource/Pop_music
7256,http://yago-knowledge.org/resource/Combination
7257,http://yago-knowledge.org/resource/Pharmacy_school
7258,http://yago-knowledge.org/resource/Ministries_of_Poland
7259,http://yago-knowledge.org/resource/Direct_bank
7260,http://yago-knowledge.org/resource/Counties_of_Moldova
7261,http://yago-knowledge.org/resource/Domus
7262,http://yago-knowledge.org/resource/Elections_in_Spain
7263,http://yago-knowledge.org/resource/Law_of_the_People's_Republic_of_China
7264,http://yago-knowledge.org/resource/Dutch_Indoor_Athletics_Championships
7265,http://yago-knowledge.org/resource/Fender_Stratocaster
7266,http://yago-knowledge.org/resource/Mathematical_proof
7267,http://yago-knowledge.org/resource/Private_road
7268,http://yago-knowledge.org/resource/ITU_Duathlon_World_Championships
7269,http://yago-knowledge.org/resource/Grand_Prix_de_Tennis_de_Toulouse
7270,http://yago-knowledge.org/resource/Column_(periodical)
7271,http://yago-knowledge.org/resource/Cultural_assimilation
7272,http://yago-knowledge.org/resource/Ornament_(art)
7273,http://yago-knowledge.org/resource/Paraphilia
7274,http://yago-knowledge.org/resource/High-speed_transport
7275,http://yago-knowledge.org/resource/CD_single
7276,http://yago-knowledge.org/resource/U.S._Pro_Indoor
7277,http://yago-knowledge.org/resource/Web_television
7278,http://yago-knowledge.org/resource/Causeway
7279,http://yago-knowledge.org/resource/Infantry_mobility_vehicle
7280,http://yago-knowledge.org/resource/Function_hall
7281,http://yago-knowledge.org/resource/World_Rowing_U23_Championships
7282,http://yago-knowledge.org/resource/Organochloride
7283,http://yago-knowledge.org/resource/Distributed_social_network
7284,http://yago-knowledge.org/resource/Fee
7285,http://yago-knowledge.org/resource/Pan-nationalism
7286,http://yago-knowledge.org/resource/Literary_element
7287,http://yago-knowledge.org/resource/Sty
7288,http://yago-knowledge.org/resource/Overpass
7289,http://yago-knowledge.org/resource/Wine_cellar
7290,http://yago-knowledge.org/resource/Prefectures_of_the_Central_African_Republic
7291,http://yago-knowledge.org/resource/Position_(team_sports)
7292,http://yago-knowledge.org/resource/Medium-range_ballistic_missile
7293,http://yago-knowledge.org/resource/Aphorism
7294,http://yago-knowledge.org/resource/Housing_development
7295,http://yago-knowledge.org/resource/Cake
7296,http://yago-knowledge.org/resource/Ghat
7297,http://yago-knowledge.org/resource/Vuelta_al_Táchira
7298,http://yago-knowledge.org/resource/Lunisolar_calendar
7299,http://yago-knowledge.org/resource/Oceania_Youth_Athletics_Championships
7300,http://yago-knowledge.org/resource/Electronic_game
7301,http://yago-knowledge.org/resource/Monographic_series
7302,http://yago-knowledge.org/resource/Tour_of_California
7303,http://yago-knowledge.org/resource/Scientific_method
7304,http://yago-knowledge.org/resource/Mineral_water
7305,http://yago-knowledge.org/resource/Judgment_(law)
7306,http://yago-knowledge.org/resource/San_Marino_and_Rimini's_Coast_motorcycle_Grand_Prix
7307,http://yago-knowledge.org/resource/Printed_matter
7308,http://yago-knowledge.org/resource/WTA_Doubles_Championships
7309,http://yago-knowledge.org/resource/Ster_ZLM_Toer
7310,http://yago-knowledge.org/resource/Administrative_divisions_of_Ukraine
7311,http://yago-knowledge.org/resource/Shenzhou_(spacecraft)
7312,http://yago-knowledge.org/resource/Autobahn
7313,http://yago-knowledge.org/resource/Lock_and_key
7314,http://yago-knowledge.org/resource/Croatian_Bol_Ladies_Open
7315,http://yago-knowledge.org/resource/Power_canal
7316,http://yago-knowledge.org/resource/Hyperboloid_structure
7317,http://yago-knowledge.org/resource/Municipal_borough
7318,http://yago-knowledge.org/resource/Romería
7319,http://yago-knowledge.org/resource/Label
7320,http://yago-knowledge.org/resource/Danish_National_Badminton_Championships
7321,http://yago-knowledge.org/resource/Green_tea
7322,http://yago-knowledge.org/resource/Water_polo_at_the_Pan_American_Games
7323,http://yago-knowledge.org/resource/Ibón
7324,http://yago-knowledge.org/resource/Interzonal
7325,http://yago-knowledge.org/resource/Motorcycle_engine
7326,http://yago-knowledge.org/resource/Commercial_treaty
7327,http://yago-knowledge.org/resource/Molecule
7328,http://yago-knowledge.org/resource/Lecture
7329,http://yago-knowledge.org/resource/Metabolic_pathway
7330,http://yago-knowledge.org/resource/Loggia
7331,http://yago-knowledge.org/resource/Conceptual_art
7332,http://yago-knowledge.org/resource/Unified_combatant_command
7333,http://yago-knowledge.org/resource/Sacred_grove
7334,http://yago-knowledge.org/resource/List_of_Cabinets_of_Lebanon
7335,http://yago-knowledge.org/resource/Heptagonal_number
7336,http://yago-knowledge.org/resource/Investment_banking
7337,http://yago-knowledge.org/resource/Belvedere_(structure)
7338,http://yago-knowledge.org/resource/Catamaran
7339,http://yago-knowledge.org/resource/Role-playing_game
7340,http://yago-knowledge.org/resource/Fashion_museum
7341,http://yago-knowledge.org/resource/Time_point
7342,http://yago-knowledge.org/resource/Axe
7343,http://yago-knowledge.org/resource/Mill_town
7344,http://yago-knowledge.org/resource/Basketball_positions
7345,http://yago-knowledge.org/resource/Anchorage_(maritime)
7346,http://yago-knowledge.org/resource/Roadstead
7347,http://yago-knowledge.org/resource/Virginia_Slims_of_Dallas
7348,http://yago-knowledge.org/resource/Phthalate
7349,http://yago-knowledge.org/resource/Ancient_Greek_units_of_measurement
7350,http://yago-knowledge.org/resource/Soil_series
7351,http://yago-knowledge.org/resource/Stamp_catalog
7352,http://yago-knowledge.org/resource/ATP_São_Paulo
7353,http://yago-knowledge.org/resource/List_of_long-period_comets
7354,http://yago-knowledge.org/resource/Regions_of_Guyana
7355,http://yago-knowledge.org/resource/Altar
7356,http://yago-knowledge.org/resource/Armistice
7357,http://yago-knowledge.org/resource/Mechanics'_Institutes
7358,http://yago-knowledge.org/resource/Finnish_Athletics_Championships
7359,http://yago-knowledge.org/resource/Level_(video_games)
7360,http://yago-knowledge.org/resource/Sub-prefectures_of_the_Central_African_Republic
7361,http://yago-knowledge.org/resource/Viking_ships
7362,http://yago-knowledge.org/resource/Hierarchy
7363,http://yago-knowledge.org/resource/Superstition
7364,http://yago-knowledge.org/resource/Soup
7365,http://yago-knowledge.org/resource/Social_status
7366,http://yago-knowledge.org/resource/Internet_slang
7367,http://yago-knowledge.org/resource/Operator_(mathematics)
7368,http://yago-knowledge.org/resource/Belarusian_surnames
7369,http://yago-knowledge.org/resource/Dry_lake
7370,http://yago-knowledge.org/resource/Oil_mill
7371,http://yago-knowledge.org/resource/Diplomatic_rank
7372,http://yago-knowledge.org/resource/Railcar
7373,http://yago-knowledge.org/resource/Market_cross
7374,http://yago-knowledge.org/resource/Bucket-wheel_excavator
7375,http://yago-knowledge.org/resource/Ice_cream
7376,http://yago-knowledge.org/resource/Holocaust_victims
7377,http://yago-knowledge.org/resource/Chimney
7378,http://yago-knowledge.org/resource/Military_operation_plan
7379,http://yago-knowledge.org/resource/Surveying
7380,http://yago-knowledge.org/resource/Swiss_Grand_Prix
7381,http://yago-knowledge.org/resource/Minority_group
7382,http://yago-knowledge.org/resource/Shape
7383,http://yago-knowledge.org/resource/Kasbah
7384,http://yago-knowledge.org/resource/Exhibition_game
7385,http://yago-knowledge.org/resource/Fireworks
7386,http://yago-knowledge.org/resource/Buddhist_studies
7387,http://yago-knowledge.org/resource/Review_article
7388,http://yago-knowledge.org/resource/Immigration_detention
7389,http://yago-knowledge.org/resource/Cult_image
7390,http://yago-knowledge.org/resource/Constitution_of_Thailand
7391,http://yago-knowledge.org/resource/Square_pyramidal_number
7392,http://yago-knowledge.org/resource/German_Open_(WTA)
7393,http://yago-knowledge.org/resource/Adhesive
7394,http://yago-knowledge.org/resource/East_Indiaman
7395,http://yago-knowledge.org/resource/Ansitz
7396,http://yago-knowledge.org/resource/Gatling_gun
7397,http://yago-knowledge.org/resource/Mining
7398,http://yago-knowledge.org/resource/European_Junior_Badminton_Championships
7399,http://yago-knowledge.org/resource/Missile_boat
7400,http://yago-knowledge.org/resource/Ksar
7401,http://yago-knowledge.org/resource/Memorial_cross
7402,http://yago-knowledge.org/resource/Wedge-shaped_gallery_grave
7403,http://yago-knowledge.org/resource/Steeple
7404,http://yago-knowledge.org/resource/Man-portable_air-defense_system
7405,http://yago-knowledge.org/resource/Minor_planet
7406,http://yago-knowledge.org/resource/Neon_sign
7407,http://yago-knowledge.org/resource/Swedish_Athletics_Championships
7408,http://yago-knowledge.org/resource/Jetty
7409,http://yago-knowledge.org/resource/Database_engine
7410,http://yago-knowledge.org/resource/Chemical_tanker
7411,http://yago-knowledge.org/resource/Persecution
7412,http://yago-knowledge.org/resource/Tholus
7413,http://yago-knowledge.org/resource/Burgstall
7414,http://yago-knowledge.org/resource/Sponsored_top-level_domain
7415,http://yago-knowledge.org/resource/Wing_configuration
7416,http://yago-knowledge.org/resource/List_of_parishes_in_Prince_Edward_Island
7417,http://yago-knowledge.org/resource/Ombudsman
7418,http://yago-knowledge.org/resource/Box
7419,http://yago-knowledge.org/resource/Chapter_(religion)
7420,http://yago-knowledge.org/resource/Nereid
7421,http://yago-knowledge.org/resource/States_of_Palau
7422,http://yago-knowledge.org/resource/Norwegian_national_road
7423,http://yago-knowledge.org/resource/Triple_junction
7424,http://yago-knowledge.org/resource/Tributary_state
7425,http://yago-knowledge.org/resource/Ice_Hockey_European_Championships
7426,http://yago-knowledge.org/resource/Municipalities_of_Lithuania
7427,http://yago-knowledge.org/resource/Southern_California_Open
7428,http://yago-knowledge.org/resource/Powder
7429,http://yago-knowledge.org/resource/LA_Women's_Tennis_Championships
7430,http://yago-knowledge.org/resource/Dispersed_settlement
7431,http://yago-knowledge.org/resource/Song_of_Ascents
7432,http://yago-knowledge.org/resource/Barbican
7433,http://yago-knowledge.org/resource/Cast_recording
7434,http://yago-knowledge.org/resource/Chandelier
7435,http://yago-knowledge.org/resource/Will_and_testament
7436,http://yago-knowledge.org/resource/Chess_club
7437,http://yago-knowledge.org/resource/Oil_terminal
7438,http://yago-knowledge.org/resource/Urban_unit
7439,http://yago-knowledge.org/resource/English_Greyhound_Derby
7440,http://yago-knowledge.org/resource/Grand_Prix_of_Cleveland
7441,http://yago-knowledge.org/resource/Vega_(rocket)
7442,http://yago-knowledge.org/resource/Circus_(building)
7443,http://yago-knowledge.org/resource/Engine_house
7444,http://yago-knowledge.org/resource/Interpretation_centre
7445,http://yago-knowledge.org/resource/Provinces_of_South_Korea
7446,http://yago-knowledge.org/resource/Language_policy
7447,http://yago-knowledge.org/resource/Code_of_conduct
7448,http://yago-knowledge.org/resource/Concrete
7449,http://yago-knowledge.org/resource/Russian_surnames
7450,http://yago-knowledge.org/resource/Hour
7451,http://yago-knowledge.org/resource/Tour_de_Singkarak
7452,http://yago-knowledge.org/resource/Living_museum
7453,http://yago-knowledge.org/resource/List_of_Ontario_separated_municipalities
7454,http://yago-knowledge.org/resource/List_of_international_observances
7455,http://yago-knowledge.org/resource/Garden_Open
7456,http://yago-knowledge.org/resource/Environment_variable
7457,http://yago-knowledge.org/resource/Kouros
7458,http://yago-knowledge.org/resource/Panoramic_painting
7459,http://yago-knowledge.org/resource/Winter_Olympic_Games
7460,http://yago-knowledge.org/resource/Carrier_air_wing
7461,http://yago-knowledge.org/resource/Urinal
7462,http://yago-knowledge.org/resource/Detachment_(military)
7463,http://yago-knowledge.org/resource/Costume
7464,http://yago-knowledge.org/resource/Genealogy
7465,http://yago-knowledge.org/resource/Nuclear_and_radiation_accidents_and_incidents
7466,http://yago-knowledge.org/resource/Pentode
7467,http://yago-knowledge.org/resource/Via_ferrata
7468,http://yago-knowledge.org/resource/Municipal_council
7469,http://yago-knowledge.org/resource/Ghost_station
7470,http://yago-knowledge.org/resource/Aljibe
7471,http://yago-knowledge.org/resource/Baptismal_font
7472,http://yago-knowledge.org/resource/Quango
7473,http://yago-knowledge.org/resource/Tour_de_San_Luis
7474,http://yago-knowledge.org/resource/Screw_thread
7475,http://yago-knowledge.org/resource/Visual_novel
7476,http://yago-knowledge.org/resource/Advertising_slogan
7477,http://yago-knowledge.org/resource/Divizion
7478,http://yago-knowledge.org/resource/Predella
7479,http://yago-knowledge.org/resource/Linear_settlement
7480,http://yago-knowledge.org/resource/Sidewalk
7481,http://yago-knowledge.org/resource/Dialogue
7482,http://yago-knowledge.org/resource/One-shot_(comics)
7483,http://yago-knowledge.org/resource/Advent_song
7484,http://yago-knowledge.org/resource/Clipper
7485,http://yago-knowledge.org/resource/Acaricide
7486,http://yago-knowledge.org/resource/Col
7487,http://yago-knowledge.org/resource/Para-Nordic_skiing_classification
7488,http://yago-knowledge.org/resource/Para-alpine_skiing_classification
7489,http://yago-knowledge.org/resource/Shore
7490,http://yago-knowledge.org/resource/Livestock_carrier
7491,http://yago-knowledge.org/resource/Free_license
7492,http://yago-knowledge.org/resource/African_Badminton_Championships
7493,http://yago-knowledge.org/resource/Electronic_circuit
7495,http://yago-knowledge.org/resource/Edited_volume
7496,http://yago-knowledge.org/resource/Horst_(geology)
7497,http://yago-knowledge.org/resource/Open_content
7498,http://yago-knowledge.org/resource/Cover_version
7499,http://yago-knowledge.org/resource/Carbon_star
7500,http://yago-knowledge.org/resource/Municipalities_of_Liechtenstein
7501,http://yago-knowledge.org/resource/Chest_(furniture)
7502,http://yago-knowledge.org/resource/Women's_Tour_Down_Under
7503,http://yago-knowledge.org/resource/Ancestral_shrine
7504,http://yago-knowledge.org/resource/Lost_city
7505,http://yago-knowledge.org/resource/Conservation_status
7506,http://yago-knowledge.org/resource/Los_Angeles_Marathon
7507,http://yago-knowledge.org/resource/Ecosystem
7508,http://yago-knowledge.org/resource/Entrepreneur
7509,http://yago-knowledge.org/resource/Elephant
7510,http://yago-knowledge.org/resource/European_Race_Walking_Cup
7511,http://yago-knowledge.org/resource/Ketone
7512,http://yago-knowledge.org/resource/Terrorism
7513,http://yago-knowledge.org/resource/Tourism_region
7514,http://yago-knowledge.org/resource/Verse_(poetry)
7515,http://yago-knowledge.org/resource/Classic_Loire_Atlantique
7516,http://yago-knowledge.org/resource/Coal_mining
7517,http://yago-knowledge.org/resource/Wrocław_Open
7518,http://yago-knowledge.org/resource/Country_code
7519,http://yago-knowledge.org/resource/Drainage_divide
7520,http://yago-knowledge.org/resource/Bundesvision_Song_Contest
7521,http://yago-knowledge.org/resource/Management
7522,http://yago-knowledge.org/resource/Chivalric_romance
7523,http://yago-knowledge.org/resource/Sunday_school
7524,http://yago-knowledge.org/resource/Personal_information_manager
7525,http://yago-knowledge.org/resource/Brooch
7526,http://yago-knowledge.org/resource/Circoscrizione
7527,http://yago-knowledge.org/resource/Pump
7528,http://yago-knowledge.org/resource/Mechanical_calculator
7529,http://yago-knowledge.org/resource/Gemstone
7530,http://yago-knowledge.org/resource/LGBT_community_centre
7531,http://yago-knowledge.org/resource/Gate_tower
7532,http://yago-knowledge.org/resource/Human_brain
7533,http://yago-knowledge.org/resource/Daytime_Emmy_Award
7534,http://yago-knowledge.org/resource/Worry-Free_Weather_Guarantee_350
7535,http://yago-knowledge.org/resource/Subterranea_(geography)
7536,http://yago-knowledge.org/resource/Dogma
7537,http://yago-knowledge.org/resource/Stole_(vestment)
7538,http://yago-knowledge.org/resource/Triglyceride
7539,http://yago-knowledge.org/resource/Customs
7540,http://yago-knowledge.org/resource/Regional_councils_of_Sweden
7541,http://yago-knowledge.org/resource/Request_stop
7542,http://yago-knowledge.org/resource/Kitchenware
7543,http://yago-knowledge.org/resource/Training_camp
7544,http://yago-knowledge.org/resource/Bock
7545,http://yago-knowledge.org/resource/Badge
7546,http://yago-knowledge.org/resource/Tre_Valli_Varesine
7547,http://yago-knowledge.org/resource/Avatar
7548,http://yago-knowledge.org/resource/Fencing_at_the_Pan_American_Games
7549,http://yago-knowledge.org/resource/Communal_constituencies
7550,http://yago-knowledge.org/resource/Gambling
7551,http://yago-knowledge.org/resource/Mathematical_puzzle
7552,http://yago-knowledge.org/resource/Corregimiento
7553,http://yago-knowledge.org/resource/Sainik_School
7554,http://yago-knowledge.org/resource/FIL_European_Luge_Natural_Track_Championships
7555,http://yago-knowledge.org/resource/Stone_ship
7556,http://yago-knowledge.org/resource/Phraseme
7557,http://yago-knowledge.org/resource/Technology_demonstration
7558,http://yago-knowledge.org/resource/UCI_Cyclo-cross_World_Championships
7559,http://yago-knowledge.org/resource/Italian_Athletics_Indoor_Championships
7560,http://yago-knowledge.org/resource/Historiography
7561,http://yago-knowledge.org/resource/Politics
7562,http://yago-knowledge.org/resource/Urban_agglomerations_in_Quebec
7563,http://yago-knowledge.org/resource/Spanish_International_(badminton)
7564,http://yago-knowledge.org/resource/Magazine_(artillery)
7565,http://yago-knowledge.org/resource/Political_divisions_of_Spain
7566,http://yago-knowledge.org/resource/Juno_Award
7567,http://yago-knowledge.org/resource/Mersenne_prime
7568,http://yago-knowledge.org/resource/Tour_de_Wallonie
7569,http://yago-knowledge.org/resource/Civilian-run_enterprise
7570,http://yago-knowledge.org/resource/Mormon_literature
7571,http://yago-knowledge.org/resource/Transboundary_river
7572,http://yago-knowledge.org/resource/Residential_child_care_community
7573,http://yago-knowledge.org/resource/List_of_nonbuilding_structure_types
7574,http://yago-knowledge.org/resource/List_of_constituencies_of_the_National_Assembly_of_France
7575,http://yago-knowledge.org/resource/Geostationary_Operational_Environmental_Satellite
7576,http://yago-knowledge.org/resource/License
7577,http://yago-knowledge.org/resource/National_Treasure_(South_Korea)
7578,http://yago-knowledge.org/resource/Holocaust_museum
7579,http://yago-knowledge.org/resource/Graben
7580,http://yago-knowledge.org/resource/Computer_museum
7581,http://yago-knowledge.org/resource/Algemeen_nut_beogende_instelling
7582,http://yago-knowledge.org/resource/Governorates_of_Oman
7583,http://yago-knowledge.org/resource/Disability_sport_classification
7584,http://yago-knowledge.org/resource/Erondegemse_Pijl
7585,http://yago-knowledge.org/resource/Diptych
7586,http://yago-knowledge.org/resource/Space
7587,http://yago-knowledge.org/resource/Qatar_Ladies_Open
7588,http://yago-knowledge.org/resource/Challenge_(rhetoric)
7589,http://yago-knowledge.org/resource/Regimental_museum
7590,http://yago-knowledge.org/resource/Cortijo
7591,http://yago-knowledge.org/resource/Carriage_house
7592,http://yago-knowledge.org/resource/Intersport_Heilbronn_Open
7593,http://yago-knowledge.org/resource/WTA_Sydney
7594,http://yago-knowledge.org/resource/Court_decision
7595,http://yago-knowledge.org/resource/Districts_of_Málaga
7596,http://yago-knowledge.org/resource/Pin
7597,http://yago-knowledge.org/resource/Mountain_rescue
7598,http://yago-knowledge.org/resource/Radio_documentary
7599,http://yago-knowledge.org/resource/Mortar_(weapon)
7600,http://yago-knowledge.org/resource/Quarters_of_Rome
7601,http://yago-knowledge.org/resource/Buoy_tender
7602,http://yago-knowledge.org/resource/Winged_altarpiece
7603,http://yago-knowledge.org/resource/Statistics
7604,http://yago-knowledge.org/resource/Germanic_name
7605,http://yago-knowledge.org/resource/Religious_identity
7606,http://yago-knowledge.org/resource/President_(government_title)
7607,http://yago-knowledge.org/resource/Crossover_(fiction)
7608,http://yago-knowledge.org/resource/Société_par_actions_simplifiée
7609,http://yago-knowledge.org/resource/Slum
7610,http://yago-knowledge.org/resource/Infrastructure
7611,http://yago-knowledge.org/resource/Thüringen_Rundfahrt_der_Frauen
7612,http://yago-knowledge.org/resource/Loudspeaker
7613,http://yago-knowledge.org/resource/Consulting_firm
7614,http://yago-knowledge.org/resource/Shuttle_roller_coaster
7615,http://yago-knowledge.org/resource/Winston_Western_500
7616,http://yago-knowledge.org/resource/Limited-access_road
7617,http://yago-knowledge.org/resource/Limestone
7618,http://yago-knowledge.org/resource/Christian_revival
7619,http://yago-knowledge.org/resource/Question
7620,http://yago-knowledge.org/resource/Fast_radio_burst
7621,http://yago-knowledge.org/resource/Concessions_in_China
7622,http://yago-knowledge.org/resource/Copenhagen_Masters
7623,http://yago-knowledge.org/resource/National_emblem
7624,http://yago-knowledge.org/resource/Digital_newspaper
7625,http://yago-knowledge.org/resource/Youth_village
7626,http://yago-knowledge.org/resource/Tashkent_Challenger
7627,http://yago-knowledge.org/resource/Filename_extension
7628,http://yago-knowledge.org/resource/Subdivision_(country_subdivision)
7629,http://yago-knowledge.org/resource/Pentagonal_pyramidal_number
7630,http://yago-knowledge.org/resource/Budget_of_the_United_Kingdom
